epoch,train_prob,val_prob,train_perc,val_perc,train_acc,val_acc
0,0.14344088491096627,0.18244127656715214,0.985131322595456,0.9862525629874288,0.6894,0.698175397292525
1,0.17610382127884078,0.2355861092152665,0.9860982155109117,0.9865493057289392,0.69805,0.6966450853443202
2,0.2211441110422835,0.28163843645175385,0.9866104376998881,0.9872976920653813,0.69605,0.6965273690406121
3,0.25219480771618547,0.3063407617163959,0.9875193224622569,0.9881515742743655,0.6973,0.6980576809888169
4,0.26827412436181913,0.31982751606358956,0.9883552374881474,0.9888308363442321,0.6979,0.7042966450853443
5,0.27950620311048113,0.3317676517420096,0.989143503209792,0.9892466395026347,0.71005,0.7081812831077104
6,0.2838388795550389,0.3422462972194031,0.9892139790697387,0.9896520394711198,0.70545,0.7119482048263684
7,0.2932120723930275,0.3491330965667395,0.9896022594171217,0.9899494501713253,0.715,0.7163037080635668
8,0.3007259919166216,0.35757286389782617,0.989683749581364,0.99019902351844,0.71385,0.7207769276044732
9,0.3078486196786747,0.36341451386906853,0.9903394280084691,0.9903627418473293,0.724,0.7223072395526781
10,0.3112118573763291,0.3704629396610269,0.9902561427571008,0.9904737080598737,0.72215,0.7243084167157151
11,0.3196123036318109,0.37306171742721783,0.9910468266401277,0.9906810016843102,0.73245,0.7279576221306651
12,0.3227516963435395,0.37557640372939394,0.990968056797182,0.9908155999217813,0.73235,0.7288993525603296
13,0.32746579644026935,0.3815610192200578,0.9911179485947117,0.9909164824166454,0.7313,0.729723366686286
14,0.33040037262963595,0.38261333324805585,0.991179297030334,0.9910460032438684,0.7349,0.731489111241907
15,0.3361186811062973,0.38942859902785537,0.9914584385877623,0.9910816344000994,0.74205,0.7319599764567393
16,0.33825436247856705,0.39303803647100366,0.9916191980712885,0.991201590525821,0.7405,0.7338434373160683
17,0.3404227065589221,0.395010368306033,0.9916222283977575,0.9912711246706438,0.7412,0.735138316656857
18,0.34120512108721884,0.3957260525181589,0.9917172951197308,0.9913773753852595,0.7432,0.7365509123013537
19,0.34782937781907386,0.39769828731820134,0.991767281425729,0.9914115230808027,0.7453,0.7376103590347263
20,0.3482186272799503,0.40129908935244735,0.9917690883857165,0.9914968733592618,0.74625,0.7394938198940554
21,0.35117613548227816,0.40179472402510524,0.9920511322389157,0.9915446648782977,0.74785,0.7412595644496763
22,0.3532416683439515,0.40674547519509613,0.9919627253565001,0.9916520834999906,0.75055,0.7431430253090053
23,0.356097410831257,0.40778045852431777,0.9919335691761202,0.9916765257654896,0.7483,0.7432607416127134
24,0.3590264578570146,0.409864917572773,0.9921477598100642,0.9916875480505578,0.751,0.7443201883460859
25,0.3600213604976132,0.40963066437669765,0.9922966003062785,0.9916815955679499,0.75885,0.7450264861683343
26,0.36057754020902794,0.4119143166013058,0.9923870571125495,0.9917607045835666,0.7579,0.7462036492054149
27,0.3637453877002932,0.4138309448096285,0.9924730040104532,0.9917827218761315,0.75965,0.7458505002942908
28,0.3659214411947934,0.4153187367927257,0.9926218538809186,0.9917480922490179,0.76305,0.7452619187757504
29,0.3661118856516434,0.41766802982491313,0.9927117458309301,0.991774401750695,0.76305,0.7456150676868746
30,0.36794781035747726,0.4160454404571057,0.9924361689676311,0.9918472598876974,0.7586,0.7472630959387875
31,0.37066013541794385,0.4184440547952581,0.9926201314309897,0.9918591502409543,0.7645,0.746439081812831
32,0.3701384549907409,0.4194434159775739,0.9926498851342656,0.9918484486615805,0.7614,0.746439081812831
33,0.36951518604245503,0.42085262121585554,0.992561209405197,0.9919490981357332,0.76165,0.7491465567981166
34,0.37137039824870005,0.42140475053256876,0.9927697294979458,0.9919697676632057,0.7667,0.7490288404944084
35,0.3730567871252191,0.4212418251671171,0.9928002234498922,0.9919607942670468,0.7624,0.7490288404944084
36,0.37284566998735535,0.42053193890156904,0.9928174017638779,0.9920211368802262,0.7651,0.7500882872277811
37,0.3723192835180671,0.4225550816099479,0.992946133156477,0.9919792134564334,0.76225,0.7498528546203649
38,0.37549238958042114,0.4227002936422226,0.9929089863602041,0.9919275862645361,0.76605,0.7480871100647439
39,0.37777144214622677,0.4237256742505441,0.99303503509947,0.9919762310247495,0.7683,0.7504414361389052
40,0.37816086939641974,0.42525387784850405,0.9931886987338078,0.9919866749409347,0.7718,0.7503237198351972
41,0.3779578840576811,0.4250252991510482,0.9931582724385244,0.9920216757968744,0.7678,0.7507945850500294
42,0.3784524143515737,0.4243422140403782,0.9928270833741076,0.9920127709120149,0.76705,0.7511477339611536
43,0.3796710848243907,0.4248319200878955,0.9930656734112449,0.9920364754588801,0.7694,0.7517363154796939
44,0.3787883609749144,0.4250108660432538,0.992964834873709,0.9919999744475739,0.77015,0.7505591524426133
45,0.3780826778529154,0.42485040507310584,0.9927691773965033,0.9920557191430058,0.7664,0.7515008828722778
46,0.37895925416430837,0.4253848119841679,0.9930981438019866,0.9920793579908208,0.7678,0.7524426133019423
47,0.3776307885551534,0.42565077062405143,0.9925994590588679,0.9921024288988225,0.76245,0.7531489111241907
48,0.37847953101855236,0.4256792657626294,0.9929302998690896,0.9920851138335965,0.76735,0.7525603296056503
49,0.3793349465100211,0.42567196001927465,0.9930537500190859,0.9920874279344347,0.76925,0.7523248969982342
50,0.3803846146593685,0.42607491663424163,0.993135446050308,0.9920915942605827,0.77105,0.7522071806945262
51,0.3814075796853984,0.42627189374211444,0.9931502673575454,0.9921088039552837,0.7714,0.7530311948204826
52,0.3794016890271334,0.4262893693135989,0.9930190646435886,0.9920885590144132,0.7662,0.7523248969982342
53,0.38172928040390836,0.42624020389689043,0.993169316394797,0.9920861533075828,0.77145,0.7522071806945262
54,0.37982259575369537,0.42625740120651145,0.9930354349206973,0.9920874212075753,0.76685,0.7523248969982342
55,0.3806545112293068,0.42624777309942424,0.9930008106743251,0.9920860166624359,0.7693,0.7520894643908181
56,0.3813207315482956,0.4262766443750437,0.9931139647616279,0.9920810490234014,0.7732,0.7520894643908181
57,0.38083644798800814,0.4263435643467517,0.9929893764566156,0.9920793910472929,0.77085,0.7520894643908181
58,0.3797416903236794,0.426347041774016,0.9930058257933042,0.9920793910472929,0.7708,0.7520894643908181
59,0.3806866475447867,0.42634686586020043,0.9934009702931167,0.9920793910472929,0.7728,0.7520894643908181
60,0.3806151807413495,0.4263468454980301,0.9931886131480442,0.9920793910472929,0.7692,0.7520894643908181
61,0.3800911233710518,0.42635662623860926,0.9929043226689742,0.9920809198304581,0.7689,0.7520894643908181
62,0.3819500774129789,0.42636105309488836,0.9931431104489739,0.992079957238025,0.77305,0.7520894643908181
63,0.38077596066893893,0.42639358925595855,0.992966621444767,0.9920686991394233,0.7699,0.7519717480871101
64,0.3827559216570109,0.42650011690791745,0.9932057490423105,0.9920838976955171,0.77195,0.7523248969982342
65,0.38200181815281975,0.42656967109025373,0.9930587091526161,0.9920842343769768,0.7684,0.7523248969982342
66,0.38144789964321535,0.4267343306732531,0.9932368804515738,0.992097906861347,0.7752,0.7525603296056503
67,0.3799667532531952,0.42667960150286843,0.99300281387116,0.9921052490331562,0.7652,0.7526780459093585
68,0.3809141687227355,0.42680832681795905,0.9931933828029518,0.9920844756671017,0.7704,0.7525603296056503
69,0.37917154217696514,0.42680293039696676,0.9927570659271321,0.9920920211920652,0.76605,0.7525603296056503
70,0.3810487241500174,0.4268813748496435,0.992792341489569,0.9920992623839158,0.7702,0.7525603296056503
71,0.37956199641686106,0.42716401734440346,0.9929676498923895,0.9921165039828476,0.7677,0.7527957622130665
72,0.38119792215585474,0.42802786040969476,0.993067336610993,0.9921323486569725,0.77105,0.7529134785167746
73,0.3829899882620666,0.42778998501653653,0.9933268866646191,0.9921043802133115,0.77315,0.7519717480871101
74,0.38188951124815795,0.42790813457142407,0.9930497859475241,0.9921322242204395,0.77295,0.7522071806945262
75,0.38132012034766377,0.4279209063283161,0.9931031756377517,0.9921281221268552,0.77145,0.7530311948204826
76,0.38346151897800157,0.4282101246592462,0.9929797085806203,0.9921154128284947,0.7689,0.7532666274278987
77,0.38302871971525454,0.4272769303760519,0.9930379523440375,0.9921549392598071,0.7714,0.7523248969982342
78,0.38605686340097456,0.42833535978005977,0.9931602725153116,0.9921263335611398,0.7771,0.7522071806945262
79,0.3841167598216911,0.4279953135644799,0.9933073454856826,0.9921351299397256,0.77725,0.7519717480871101
80,0.38209402257669717,0.4301958245012565,0.9930271612892208,0.9921824323401671,0.7695,0.7538552089464391
81,0.38520463271268235,0.429178922766904,0.9932225070775134,0.9921724219234852,0.77165,0.7532666274278987
82,0.3864552628887584,0.42956400995966093,0.9932015922241794,0.9921883343479959,0.7754,0.753737492642731
83,0.38569104676523713,0.4303338546017563,0.9932445128332392,0.9921721210586203,0.77245,0.7523248969982342
84,0.3861320420410135,0.4308321859136941,0.9933586914222242,0.9921834214525543,0.776,0.7527957622130665
85,0.3859293866276974,0.4311580772274582,0.9932081708492609,0.9922052923082126,0.77195,0.7522071806945262
86,0.3877026959885319,0.43259011417034776,0.9931835704133507,0.9922246647686084,0.77415,0.7530311948204826
87,0.3893098824648885,0.4325270646034393,0.9934620336272139,0.9922201223032867,0.7781,0.7542083578575632
88,0.38991110697515835,0.432788940444627,0.9932775328306065,0.9922635598484574,0.77565,0.7549146556798116
89,0.39005753244644437,0.4336435295635941,0.9932316262755517,0.9922831316410099,0.7754,0.7545615067686875
90,0.39205963577501823,0.43563532607578914,0.9936119002606176,0.9923044910511393,0.7797,0.7562095350206004
91,0.3926385036546155,0.4341586546914015,0.9934050529173297,0.9922760009097682,0.7774,0.7547969393761036
92,0.3954892702331999,0.43545874892262576,0.9936818294453499,0.9922378975623963,0.78145,0.7535020600353148
93,0.3924515691984241,0.43647773191075184,0.9935444589710729,0.9922894304931761,0.77835,0.7543260741612713
94,0.39523761854185724,0.4373905533722976,0.9936530368657375,0.9922959221915013,0.78015,0.7545615067686875
95,0.3978002041730215,0.437564060410727,0.9938113068845953,0.9923494251419941,0.7809,0.7569158328428487
96,0.39574234357087407,0.4367859050490646,0.9935477746581821,0.992333390929842,0.7762,0.7569158328428487
97,0.39714277254380287,0.4381367848334771,0.9935305617809288,0.9923620306039831,0.78215,0.7576221306650971
98,0.39894891056241466,0.4387081098480215,0.9939821291269505,0.9923634356325365,0.78405,0.7560918187168922
99,0.39903099284363414,0.43931656673883884,0.9936655706509578,0.9923471254121944,0.7841,0.757268981753973
100,0.4011856205660035,0.44006225357529405,0.9937206080742259,0.9923788429184859,0.78595,0.7569158328428487
101,0.4033064367564861,0.441090554496895,0.9940382681771279,0.9923630591115976,0.7891,0.7567981165391406
102,0.4048407373023918,0.4415486758273904,0.9938801801546584,0.9923887855468075,0.79075,0.7578575632725132
103,0.4052928847523639,0.44183914549498016,0.9938732895752009,0.9923878800787318,0.7887,0.757268981753973
104,0.4069919948114315,0.44449126151929763,0.9939605991627947,0.9924091202013442,0.7883,0.7585638610947616
105,0.4053070576304657,0.4425618526865928,0.993757866619392,0.99240467983331,0.78465,0.7566804002354326
106,0.40878933215547586,0.44475874310428426,0.9942089888330043,0.9923850041499449,0.79245,0.7585638610947616
107,0.40882152592217025,0.44421822262674093,0.9941066519829347,0.9924101567327811,0.78785,0.7579752795762214
108,0.4073482569834101,0.44552568013954136,0.9938780786102122,0.9924145944400937,0.7856,0.7580929958799294
109,0.4117197848955344,0.4480640706456014,0.9942965490905014,0.9924687225265482,0.7958,0.7603296056503825
110,0.41051742915660144,0.4458957158427043,0.9941633786512599,0.9924504447727166,0.79005,0.7580929958799294
111,0.41372672223681,0.4480772293914984,0.994211218125509,0.9924579398349138,0.79435,0.7596233078281341
112,0.41359346272570546,0.44904044864750225,0.9943607705598292,0.9925168991456427,0.79445,0.7608004708652149
113,0.41529376195608636,0.4478783983533315,0.9944490537046091,0.9924779177110672,0.79635,0.7585638610947616
114,0.4147983437052113,0.44913192240550365,0.9942905023250534,0.9924756086239162,0.7972,0.759152442613302
115,0.417478469672479,0.4475866549623129,0.9942634943260548,0.9924212749960849,0.7954,0.7569158328428487
116,0.4160005340077099,0.45013056026926246,0.9943253436077186,0.9925059060690191,0.7973,0.7587992937021778
117,0.41773660317105243,0.450931096459142,0.9944437961115762,0.9924834631214237,0.79525,0.7585638610947616
118,0.41635455255018317,0.4501212062828052,0.9942933253567202,0.9924916480189363,0.7953,0.7582107121836374
119,0.42004730379506944,0.45223416212103107,0.9942453011747513,0.9925089342687354,0.79555,0.75927015891701
120,0.42099713810420364,0.45095866507787,0.9945388924892677,0.9925075045307766,0.801,0.7576221306650971
121,0.4209556020248041,0.4529511319026636,0.9942479260019214,0.9925940432932527,0.7978,0.761271336080047
122,0.4230682030839293,0.45222421126643536,0.9945680755829699,0.9925571971473663,0.8023,0.75927015891701
123,0.4233632367714075,0.45296868791287354,0.9946722111469971,0.992549936314968,0.80255,0.759152442613302
124,0.4229523670153605,0.4527678103516456,0.9945316710142735,0.9925729796297689,0.79955,0.759387875220718
125,0.4258142068548914,0.4529761048134695,0.9943876563165409,0.9925538736493134,0.7998,0.7597410241318423
126,0.4252820341311628,0.4547332412848033,0.9947868702218339,0.9925274299450254,0.80325,0.759152442613302
127,0.426191922322812,0.4547889678242379,0.9945309178534091,0.9925639821201501,0.8022,0.7604473219540906
128,0.42521738323298053,0.45384166675527693,0.9945856637279594,0.9925904279625236,0.8008,0.7582107121836374
129,0.4289568267659168,0.4556757933220356,0.994765865779258,0.9925278043370006,0.80935,0.7584461447910535
130,0.4276342717120307,0.4549930847249377,0.9947905897447928,0.9925586620540526,0.805,0.7582107121836374
131,0.4259911644098291,0.45548527922978477,0.9946361369303355,0.9925591425882583,0.8027,0.7583284284873455
132,0.4273595007312717,0.455683148158314,0.9947731781204684,0.9925785410748098,0.8012,0.759152442613302
133,0.4288907167358353,0.4547389122967736,0.9946619850088367,0.9925959936406801,0.8036,0.7605650382577988
134,0.429987608311855,0.4563596260715539,0.9948572674744773,0.9926048691888705,0.807,0.761035903472631
135,0.4294930671825394,0.45416149765742575,0.9946939259603307,0.9925932530940276,0.8056,0.7596233078281341
136,0.42874874494706744,0.45530581475181253,0.9946698376081771,0.992572356431326,0.8044,0.759387875220718
137,0.42958928413756076,0.4560365626134314,0.994783270875227,0.9925872698420088,0.80605,0.7589170100058859
138,0.42912506467795464,0.4569136674859873,0.9948160114227569,0.9926084086854166,0.80665,0.7599764567392584
139,0.4301174661358702,0.45598140022812794,0.9947743828497454,0.9925658208084442,0.8036,0.75927015891701
140,0.4315822950218128,0.45609049859085066,0.994690627227674,0.9925639856814551,0.80385,0.75927015891701
141,0.43000146429745945,0.45605688335770317,0.9948060812322723,0.992561449064132,0.80535,0.7589170100058859
142,0.43261009667321343,0.4570952521675453,0.9947596899228481,0.9925910172082725,0.81005,0.7602118893466745
143,0.4300913038897881,0.45671640210527337,0.9947539033684799,0.9925882092290298,0.80535,0.7600941730429664
144,0.43056355982126115,0.4565831346881618,0.9949241515951007,0.992588657124529,0.8087,0.759387875220718
